Slovenia,6.3,5.7,5.7,6.2,5.5,5.3,6.4,5.6,5.7,6.3,5.8,5.8,0.80%,-0.80%,0.20%
Spain,59,52.8,61.6,57.7,61.5,56.7,57.3,57.3,58.6,58.1,55.8,58.4,4.80%,-0.60%,2.10%
Sweden,63.9,52.2,57.7,60.5,64,66.5,64.9,56.3,63.1,65.7,68.5,67,-2.20%,0.70%,2.40%
Switzerland,27.5,27.5,26.5,26.9,25.6,26.2,27.8,23.3,21.3,20.5,24.4,23,-5.70%,-1.20%,0.80%
Turkey,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Ukraine,89.8,82.9,89.2,90.2,90.1,83.2,88.4,87.6,81,85.6,84.4,83,-1.70%,-0.60%,3.00%
United Kingdom,52.5,69.1,62.1,69,70.4,70.6,63.7,70.3,71.7,70.3,65.1,56.2,-13.60%,2.20%,2.00%
Other Europe,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,?
Total Europe,1055.1,1004.7,1032,1024.2,998.4,986.5,992.7,968.3,942.2,936.1,935.8,928.5,-0.80%,-1.20%,33.20%
Azerbaijan,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Belarus,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Kazakhstan,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Russian Federation,163.1,163.6,170.4,172.9,177.5,172.5,180.8,195.5,196.6,203.1,204.6,209,2.20%,2.30%,7.50%
Turkmenistan,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
USSR,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Uzbekistan,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Other CIS,2.5,2.5,2.5,2.5,2.3,2.4,2.5,2.8,2.4,2.6,2.1,2.2,5.90%,-1.70%,0.10%
Total CIS,165.5,166.1,172.9,175.5,179.8,174.9,183.2,198.3,199,205.8,206.7,211.2,2.20%,2.20%,7.60%
Iran,-,-,-,0.1,1.5,4.3,4.1,3.5,6.5,7,6.9,6.4,-6.90%,?,0.20%
Iraq,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Israel,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Kuwait,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Oman,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Qatar,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Saudi Arabia,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
United Arab Emirates,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Other Middle East,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,?
Total Middle East,-,-,-,0.1,1.5,4.3,4.1,3.5,6.5,7,6.9,6.4,-6.90%,n/a,0.20%
Algeria,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Egypt,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Morocco,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
South Africa,13,12.8,13.5,12.9,13,14.1,13.8,12.2,15.9,15.8,11.1,14.2,28.20%,-1.60%,0.50%
Eastern Africa,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,?
Middle Africa,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,?
Western Africa,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,?
Other Northern Africa,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,?
Other Southern Africa,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,?
Total Africa,13,12.8,13.5,12.9,13,14.1,13.8,12.2,15.9,15.8,11.1,14.2,28.20%,-1.60%,0.50%
Australia,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Bangladesh,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
China,68.4,70.1,74.7,87.2,98.3,111.5,133.2,171.4,213.2,248.1,295,348.7,18.20%,15.70%,12.50%
China Hong Kong SAR,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
India,15.2,16.8,23.1,32.2,33.1,33.3,34.7,38.3,37.9,37.4,39.1,45.2,15.70%,9.90%,1.60%
Indonesia,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Japan,251.7,274.7,292.4,162.9,18,14.6,-,4.5,17.7,29.1,49.1,65.6,33.70%,-15.10%,2.30%
Malaysia,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
New Zealand,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Pakistan,1.7,2.5,2.5,3.9,2.7,7.1,4.4,4.4,5.4,7.9,9.8,9.5,-2.80%,18.80%,0.30%
Philippines,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Singapore,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
South Korea,151,147.8,148.6,154.7,150.3,138.8,156.4,164.8,162,148.4,133.5,146,9.40%,-1.20%,5.20%
Sri Lanka,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Taiwan,40.8,41.6,41.6,42.1,40.4,41.6,42.4,36.5,31.7,22.4,27.7,32.3,16.80%,-3.80%,1.20%
Thailand,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Vietnam,-,-,-,-,-,-,-,-,-,-,-,-,?,?,?
Other Asia Pacific,-,-,-,-,-,-,-,-,-,-,-,-,n/a,n/a,?
Total Asia Pacific,528.9,553.4,582.9,483.1,342.9,346.9,371.1,419.9,467.8,493.3,554.1,647.3,16.80%,0.50%,23.20%
Total World,2737.7,2699,2768.5,2652.7,2470.8,2493.4,2541.1,2575.8,2614.9,2638.6,2700.4,2796,3.50%,-0.10%,100.00%
